year,state_code,state_name,district_code,district_name,block_code,block_name,num_jobcards_applied,num_jobcards_issued,total_reg_workers,women_reg_workers,num_of_active_job_cards
2019-2020,8,Rajasthan,90,Barmer,603,Balotara,34729,34013,79222,40608,26529
2019-2020,8,Rajasthan,90,Barmer,604,Barmer,45466,45177,106234,53515,34805
2019-2020,8,Rajasthan,90,Barmer,605,Baitu,45399,45072,95663,48658,41354
2019-2020,8,Rajasthan,90,Barmer,606,Chauhtan,62674,61924,134124,67040,51229
2019-2020,8,Rajasthan,90,Barmer,607,Dhoreemanna,43619,43133,96892,48404,34963
2019-2020,8,Rajasthan,90,Barmer,609,Sindhari,64306,63655,141528,71192,61026
2019-2020,8,Rajasthan,90,Barmer,608,Sheo,26809,26125,60859,29324,16292
2019-2020,8,Rajasthan,90,Barmer,610,Siwana,25625,24934,67293,33562,15928
2019-2020,8,Rajasthan,90,Barmer,6840,Sedwa,26980,26688,64669,31929,18590
2019-2020,8,Rajasthan,90,Barmer,6844,Dhanaau,25746,25519,57285,28303,20342
2019-2020,8,Rajasthan,90,Barmer,6842,Gudamalani,27448,27072,62614,31439,17397
2019-2020,8,Rajasthan,90,Barmer,6843,Ramsar,30006,29833,64801,32741,27641
2019-2020,8,Rajasthan,90,Barmer,6839,Gida,33210,32982,72174,36306,30787
2019-2020,8,Rajasthan,90,Barmer,6834,Gadraroad,27126,27111,58791,28198,21160
2019-2020,8,Rajasthan,90,Barmer,6833,Samdadi,18794,18340,46253,23504,11317
2019-2020,8,Rajasthan,90,Barmer,6830,Paatodi,21732,21469,51556,25881,18950
2019-2020,8,Rajasthan,90,Barmer,6825,Kalyanpur,19830,19473,49380,25029,14957
2019-2020,8,Rajasthan,91,Bharatpur,617,Rupwas,36064,36050,84517,36790,18744
2019-2020,8,Rajasthan,91,Bharatpur,613,Kaman,32851,32145,68550,33149,23787
2019-2020,8,Rajasthan,91,Bharatpur,616,Nagar,36211,36008,93345,42562,19819
2019-2020,8,Rajasthan,91,Bharatpur,612,Deeg,32956,32584,70600,32274,17729
2019-2020,8,Rajasthan,91,Bharatpur,615,Nadbai,33315,33189,78312,35640,18598
2019-2020,8,Rajasthan,91,Bharatpur,614,Khumher,35023,34584,58868,27626,21457
2019-2020,8,Rajasthan,91,Bharatpur,618,Sewar,37770,37769,75372,35244,18088
2019-2020,8,Rajasthan,91,Bharatpur,619,Wair,46025,45880,105019,48048,26697
2019-2020,8,Rajasthan,91,Bharatpur,611,Bayana,39757,39744,82338,39541,21164
2019-2020,8,Rajasthan,91,Bharatpur,7024,Pahari,33953,31607,76772,36977,20190
2019-2020,8,Rajasthan,92,Bhilwara,620,Asind,68410,68296,127289,69698,59839
2019-2020,8,Rajasthan,92,Bhilwara,622,Hurda,30913,30889,55978,29856,25984
2019-2020,8,Rajasthan,92,Bhilwara,629,Shahpura,53792,53315,94130,48619,41253
2019-2020,8,Rajasthan,92,Bhilwara,621,Baneda,35163,34987,65947,36491,30864
2019-2020,8,Rajasthan,92,Bhilwara,625,Mandal,62976,62906,127055,67132,44277
2019-2020,8,Rajasthan,92,Bhilwara,627,Raipur,24156,24123,49572,26159,19135
2019-2020,8,Rajasthan,92,Bhilwara,628,Sahada,24685,24590,56384,29259,17029
2019-2020,8,Rajasthan,92,Bhilwara,630,Suwana,47925,47884,89712,48268,28761
2019-2020,8,Rajasthan,92,Bhilwara,624,Kotri,51847,51414,69535,37034,21712
2019-2020,8,Rajasthan,92,Bhilwara,623,Jahajpur,56028,55987,98767,51257,44059
2019-2020,8,Rajasthan,92,Bhilwara,626,Mandalagarh,37523,37486,71874,37047,24548
2019-2020,8,Rajasthan,92,Bhilwara,6819,Bijoliya,19483,19480,36617,21887,13916
2019-2020,8,Rajasthan,93,Bikaner,631,Bikaner,64784,63487,123531,60384,45592
2019-2020,8,Rajasthan,93,Bikaner,635,Dungargarh,47434,46179,120308,57153,26833
2019-2020,8,Rajasthan,93,Bikaner,632,Kolayat,65594,64756,149737,71452,50635
2019-2020,8,Rajasthan,93,Bikaner,633,Lunkaransar,61456,60919,131662,64155,50539
2019-2020,8,Rajasthan,93,Bikaner,634,Nokha,42763,42371,93445,44821,30899
2019-2020,8,Rajasthan,93,Bikaner,6715,Khajuwala,41266,40656,83531,40055,25197
2019-2020,8,Rajasthan,93,Bikaner,7063,Paanchu,38492,37678,72658,35065,27064
2019-2020,8,Rajasthan,94,Bundi,636,Hindoli,60427,59062,152103,73811,43042
2019-2020,8,Rajasthan,94,Bundi,638,Nainva.,46289,45704,119638,57816,31691
2019-2020,8,Rajasthan,94,Bundi,637,Keshoraipatan,46270,45283,125940,58533,30338
2019-2020,8,Rajasthan,94,Bundi,639,Taleda,29105,28382,81230,39869,19029
2019-2020,8,Rajasthan,94,Bundi,6907,Bundi,35644,34926,77852,37840,25000
2019-2020,8,Rajasthan,95,Chittorgarh,653,Rashmi,20451,20159,40205,20737,11467
2019-2020,8,Rajasthan,95,Chittorgarh,649,Gangrar,25369,24963,50318,25548,14937
2019-2020,8,Rajasthan,95,Chittorgarh,642,Begun,27402,26897,54419,27311,19612
2019-2020,8,Rajasthan,95,Chittorgarh,644,Bhaisrodgarh,23171,22809,49552,25476,18883
2019-2020,8,Rajasthan,95,Chittorgarh,647,Chhitorgarh,30941,30397,73883,37821,13192
2019-2020,8,Rajasthan,95,Chittorgarh,650,Kapasan,20475,20349,46320,23289,14720
2019-2020,8,Rajasthan,95,Chittorgarh,648,Dungala,21757,21509,43905,22410,11295
2019-2020,8,Rajasthan,95,Chittorgarh,643,Bhadesar,25760,25331,40850,21797,14061
2019-2020,8,Rajasthan,95,Chittorgarh,651,Nimbaheda,29897,29601,46531,27953,15582
2019-2020,8,Rajasthan,95,Chittorgarh,641,Badisadri,21720,21427,51018,25545,12952
2019-2020,8,Rajasthan,95,Chittorgarh,645,Bhupalsagar,18893,18639,39656,20364,11038
2019-2020,8,Rajasthan,96,Churu,659,Taranagar,42456,41639,89141,43741,34816
2019-2020,8,Rajasthan,96,Churu,655,Rajgarh,67169,66041,140643,67546,50754
2019-2020,8,Rajasthan,96,Churu,657,Sardarshahar,75485,74846,150880,75318,61504
2019-2020,8,Rajasthan,96,Churu,654,Churu,40354,39995,81744,38353,29491
2019-2020,8,Rajasthan,96,Churu,656,Ratangarh,39142,38991,96957,45514,28056
2019-2020,8,Rajasthan,96,Churu,658,Sujangarh,35477,35121,89129,42616,25955
2019-2020,8,Rajasthan,96,Churu,6858,Bidasar,28812,28160,70380,33448,21553
2019-2020,8,Rajasthan,97,Dausa,660,Bandikui,47103,46240,67925,43812,19343
2019-2020,8,Rajasthan,97,Dausa,663,Mahawa,35489,34785,51410,27127,13775
2019-2020,8,Rajasthan,97,Dausa,664,Sikrai,40774,40175,64283,39202,21552
2019-2020,8,Rajasthan,97,Dausa,661,Dausa,46044,45067,58226,37916,24166
2019-2020,8,Rajasthan,97,Dausa,662,Lalsot,63197,62516,128967,63738,30095
2019-2020,8,Rajasthan,97,Dausa,6823,Lawaan,13724,13282,16253,10601,5616
2019-2020,8,Rajasthan,98,Dholpur,666,Basedi,48600,47201,109720,48816,28606
2019-2020,8,Rajasthan,98,Dholpur,665,Bari,39657,39024,91625,41290,28156
2019-2020,8,Rajasthan,98,Dholpur,667,Dhaulpur,31272,30629,69577,27451,12773
2019-2020,8,Rajasthan,98,Dholpur,668,Rajakheda,31967,31729,68098,24157,14644
2019-2020,8,Rajasthan,98,Dholpur,6871,Saipau,30544,30007,75372,29217,14302
2019-2020,8,Rajasthan,99,Dungarpur,671,Dungarpur,36784,36400,85376,45214,31402
2019-2020,8,Rajasthan,99,Dungarpur,669,Aspur,28699,28509,66227,35133,23808
2019-2020,8,Rajasthan,99,Dungarpur,672,Sagwara,55352,55056,131758,68591,50279
2019-2020,8,Rajasthan,99,Dungarpur,673,Seemalwara,36764,36382,79009,40050,32190
2019-2020,8,Rajasthan,99,Dungarpur,670,Bichhiwara,40382,40057,84818,43705,33443
2019-2020,8,Rajasthan,99,Dungarpur,6835,Saabla,31619,31328,70332,36552,26032
2019-2020,8,Rajasthan,99,Dungarpur,6837,Galiyakot,30589,30417,72865,37760,27585
2019-2020,8,Rajasthan,99,Dungarpur,6836,Chikhli,30948,30562,69804,34331,25110
2019-2020,8,Rajasthan,99,Dungarpur,6826,Jhonthari,31525,31267,68438,35489,26725
2019-2020,8,Rajasthan,99,Dungarpur,6838,Dovra,35256,35018,75385,39671,31980
2019-2020,8,Rajasthan,101,Hanumangarh,681,Bhadra,56199,56199,114880,53849,35301
2019-2020,8,Rajasthan,101,Hanumangarh,682,Hanumangarh,45243,45204,102141,48398,32358
2019-2020,8,Rajasthan,101,Hanumangarh,683,Nohar,53915,53912,109059,50795,33069
2019-2020,8,Rajasthan,101,Hanumangarh,6615,Sangria,26324,26323,53587,25237,19212
2019-2020,8,Rajasthan,101,Hanumangarh,6614,Pilibangan,40668,40668,72192,34604,26555
2019-2020,8,Rajasthan,101,Hanumangarh,6616,Tibbi,30077,30077,68725,32476,22685
2019-2020,8,Rajasthan,101,Hanumangarh,6617,Rawatsar,34461,34455,80483,37492,23391
2019-2020,8,Rajasthan,102,Jaipur,691,Kotputli,12674,11975,17294,9255,4928
2019-2020,8,Rajasthan,102,Jaipur,696,Viratnagar,22834,22117,42533,20977,8507
2019-2020,8,Rajasthan,102,Jaipur,695,Shahpura,26320,25313,22740,14367,8798
2019-2020,8,Rajasthan,102,Jaipur,688,Govindgarh,25478,25164,29942,18606,8045
2019-2020,8,Rajasthan,102,Jaipur,693,Sambhar,42131,41196,78213,42343,18958
2019-2020,8,Rajasthan,102,Jaipur,687,Dudu,92246,91184,151470,83033,55695
2019-2020,8,Rajasthan,102,Jaipur,692,Fagi,46231,45619,85932,43655,31875
2019-2020,8,Rajasthan,102,Jaipur,694,Sanganer,20391,18958,38435,19720,6699
2019-2020,8,Rajasthan,102,Jaipur,690,Jhotwara,10085,9061,16280,8571,2830
2019-2020,8,Rajasthan,102,Jaipur,684,Amer,19059,17971,33246,19591,6761
2019-2020,8,Rajasthan,102,Jaipur,689,Jamwa Ramgarh,49176,48583,76889,49981,20792
2019-2020,8,Rajasthan,102,Jaipur,685,Bassi,42933,42501,85100,47511,14246
2019-2020,8,Rajasthan,102,Jaipur,686,Chaksu,39346,38967,77513,40860,13354
2019-2020,8,Rajasthan,102,Jaipur,6821,Pawta,19073,18567,28676,14643,7208
2019-2020,8,Rajasthan,102,Jaipur,6820,Jaalsu,15752,14825,19515,10978,4945
2019-2020,8,Rajasthan,103,Jaisalmer,697,Jaisalmer,44498,44478,84935,43968,38142
2019-2020,8,Rajasthan,103,Jaisalmer,699,Sankra,50329,49089,105627,54655,36571
2019-2020,8,Rajasthan,103,Jaisalmer,698,Sam,54434,53560,105597,51358,45928
2019-2020,8,Rajasthan,104,Jalore,706,Sayala,44205,42811,98063,53281,28523
2019-2020,8,Rajasthan,104,Jalore,700,Aahor,32850,32369,87353,47201,23506
2019-2020,8,Rajasthan,104,Jalore,702,Jalor,26102,25994,49862,31051,20337
2019-2020,8,Rajasthan,104,Jalore,701,Bhinmal,39125,39120,73678,40039,28326
2019-2020,8,Rajasthan,104,Jalore,703,Jasawantpura,22351,22283,45641,26774,15122
2019-2020,8,Rajasthan,104,Jalore,705,Sanchor,46891,45850,112515,55080,29088
2019-2020,8,Rajasthan,104,Jalore,704,Raniwara,42622,41786,80242,41303,28318
2019-2020,8,Rajasthan,104,Jalore,6732,Chitalwana,43536,42676,102761,50190,27558
2019-2020,8,Rajasthan,105,Jhalawar,710,Khanpur,30157,29524,67602,32873,21276
2019-2020,8,Rajasthan,105,Jhalawar,709,Jhalrapatan,34640,33881,70559,35543,25375
2019-2020,8,Rajasthan,105,Jhalawar,707,Bakani,36115,35814,64231,32520,27741
2019-2020,8,Rajasthan,105,Jhalawar,711,Manoharthana,47199,46297,86310,42242,37612
2019-2020,8,Rajasthan,105,Jhalawar,708,Dug,48775,47643,97814,46616,36406
2019-2020,8,Rajasthan,105,Jhalawar,712,Pidawa,51959,51527,114329,55369,42293
2019-2020,8,Rajasthan,105,Jhalawar,6845,Bhawanimandi,29701,29019,63168,30295,21423
2019-2020,8,Rajasthan,105,Jhalawar,6853,Aklera,53828,53263,97478,48013,45827
2019-2020,8,Rajasthan,106,Jhunjhunu,716,Jhunjhunu,19840,19208,41694,17976,7318
2019-2020,8,Rajasthan,106,Jhunjhunu,715,Chirawa,16272,15196,30473,12729,6298
2019-2020,8,Rajasthan,106,Jhunjhunu,714,Buhana,27823,27129,51881,23238,11812
2019-2020,8,Rajasthan,106,Jhunjhunu,717,Khetri,25050,23672,34131,14158,11369
2019-2020,8,Rajasthan,106,Jhunjhunu,718,Nawalgarh,22209,22162,51774,23909,9014
2019-2020,8,Rajasthan,106,Jhunjhunu,720,Udaipurwati,25800,24692,71106,32546,11164
2019-2020,8,Rajasthan,106,Jhunjhunu,713,Alsisar,21638,20878,36271,16430,9228
2019-2020,8,Rajasthan,106,Jhunjhunu,719,Surajgarh,22108,22065,45091,19863,10977
2019-2020,8,Rajasthan,107,Jodhpur,721,Balesar,38264,37446,91072,45836,28871
2019-2020,8,Rajasthan,107,Jodhpur,722,Bap,40500,39915,96235,47288,32425
2019-2020,8,Rajasthan,107,Jodhpur,723,Bhopalgarh,40089,39768,97289,48908,29466
2019-2020,8,Rajasthan,107,Jodhpur,724,Bilada,27743,27530,63682,33309,20474
2019-2020,8,Rajasthan,107,Jodhpur,725,Luni,49901,49254,132836,67960,30915
2019-2020,8,Rajasthan,107,Jodhpur,726,Mandor,31370,30997,82242,41278,20214
2019-2020,8,Rajasthan,107,Jodhpur,727,Osian,26616,26441,70977,34762,18676
2019-2020,8,Rajasthan,107,Jodhpur,728,Phalaudi,48859,48497,107523,53763,37769
2019-2020,8,Rajasthan,107,Jodhpur,729,Shergarh,31229,30221,63601,31827,25641
2019-2020,8,Rajasthan,107,Jodhpur,6718,Bavari,29949,29168,75557,37345,22017
2019-2020,8,Rajasthan,107,Jodhpur,6855,Tinvari,24588,24167,60125,29693,14374
2019-2020,8,Rajasthan,107,Jodhpur,6847,Bapini,17614,17343,43071,21051,10502
2019-2020,8,Rajasthan,107,Jodhpur,6846,Lohavat,26204,25775,63655,32057,17575
2019-2020,8,Rajasthan,107,Jodhpur,6832,Dechu,25018,24600,56295,27863,17120
2019-2020,8,Rajasthan,107,Jodhpur,6852,Pipad Shahar,35956,35745,81341,41676,24872
2019-2020,8,Rajasthan,107,Jodhpur,6831,Sekhala,14786,14559,33851,16749,8632
2019-2020,8,Rajasthan,108,Karauli,730,Hindaun,55569,54697,88456,45237,17719
2019-2020,8,Rajasthan,108,Karauli,731,Karauli,59108,58104,108391,53065,32120
2019-2020,8,Rajasthan,108,Karauli,732,Nadauti,27606,27242,54723,26975,15993
2019-2020,8,Rajasthan,108,Karauli,733,Sapotara,49398,47885,79735,38003,37561
2019-2020,8,Rajasthan,108,Karauli,734,Todabhim,37952,37261,64017,34205,22343
2019-2020,8,Rajasthan,108,Karauli,7064,Mandarayal,27394,27012,55551,26171,21660
2019-2020,8,Rajasthan,109,Kota,737,Ladpura,20227,20218,34537,19288,12978
2019-2020,8,Rajasthan,109,Kota,739,Sultanpur,35135,34476,76033,36250,28474
2019-2020,8,Rajasthan,109,Kota,735,Itawa,37896,37884,76507,36662,28993
2019-2020,8,Rajasthan,109,Kota,738,Sangod,36034,36023,62428,29903,22773
2019-2020,8,Rajasthan,109,Kota,736,Kherabad,40530,40322,70282,39944,25969
2019-2020,8,Rajasthan,110,Nagaur,744,Ladnu,28452,28432,80518,39084,16350
2019-2020,8,Rajasthan,110,Nagaur,741,Didwana,33491,32863,96907,48079,21359
2019-2020,8,Rajasthan,110,Nagaur,742,Jayal,44604,44131,116234,56630,34967
2019-2020,8,Rajasthan,110,Nagaur,748,Nagaur,41811,40973,121653,58984,29049
2019-2020,8,Rajasthan,110,Nagaur,747,Mundwan,42081,41434,99846,49745,34550
2019-2020,8,Rajasthan,110,Nagaur,746,Merta,41896,41405,127051,62366,29837
2019-2020,8,Rajasthan,110,Nagaur,740,Degana,51866,51290,121902,61113,35189
2019-2020,8,Rajasthan,110,Nagaur,750,Riyan,50024,49575,118696,60513,42096
2019-2020,8,Rajasthan,110,Nagaur,745,Makrana,45601,45464,102389,50996,28481
2019-2020,8,Rajasthan,110,Nagaur,749,Parabatsar,42846,42533,111676,55259,27672
2019-2020,8,Rajasthan,110,Nagaur,743,Kuchaman,26483,26008,66158,32805,14264
2019-2020,8,Rajasthan,110,Nagaur,6857,Khinwasar,37945,37433,96069,47353,26519
2019-2020,8,Rajasthan,110,Nagaur,6854,Nava,23978,23570,51926,28755,15279
2019-2020,8,Rajasthan,110,Nagaur,6859,Molasar,23634,23145,61159,29252,16546
2019-2020,8,Rajasthan,111,Pali,753,Jaitaran,53668,53175,130014,66709,39057
2019-2020,8,Rajasthan,111,Pali,756,Raipur,52419,51387,125262,67333,37167
2019-2020,8,Rajasthan,111,Pali,759,Sojat,42186,41720,90809,46488,24237
2019-2020,8,Rajasthan,111,Pali,758,Rohat,30525,30381,76502,39293,23299
2019-2020,8,Rajasthan,111,Pali,755,Pali,26809,26468,69578,35154,16794
2019-2020,8,Rajasthan,111,Pali,754,Marwar Junction,40819,40814,101869,52992,22575
2019-2020,8,Rajasthan,111,Pali,752,Desuri,19851,19791,39157,21524,9332
2019-2020,8,Rajasthan,111,Pali,760,Sumerpur,27335,26911,68355,36670,17621
2019-2020,8,Rajasthan,111,Pali,751,Bali,45146,44438,108976,56934,26570
2019-2020,8,Rajasthan,111,Pali,757,Rani,21677,21599,56531,30696,12226
2019-2020,8,Rajasthan,629,Pratapgarh,794,Dhariyawad,44986,43595,83204,43741,32251
2019-2020,8,Rajasthan,629,Pratapgarh,594,Peepalakhunt,36263,35462,66084,32932,25544
2019-2020,8,Rajasthan,629,Pratapgarh,646,Choti Sadri,23958,23686,51217,25930,15872
2019-2020,8,Rajasthan,629,Pratapgarh,652,Pratapgarh,58175,56818,118537,60469,50062
2019-2020,8,Rajasthan,629,Pratapgarh,640,Arnod,38391,37656,84311,42821,30167
2019-2020,8,Rajasthan,112,Rajsamand,762,Bhim,53282,52847,101100,56415,38803
2019-2020,8,Rajasthan,112,Rajsamand,763,Devgarh,25759,25504,40592,23814,17573
2019-2020,8,Rajasthan,112,Rajsamand,761,Amet,22942,22690,45972,24406,16014
2019-2020,8,Rajasthan,112,Rajsamand,765,Kumbhalgarh,36339,35973,84965,43989,23868
2019-2020,8,Rajasthan,112,Rajsamand,767,Rajsamand,28929,28698,54065,32180,15233
2019-2020,8,Rajasthan,112,Rajsamand,766,Railmagra,25339,25082,50216,26924,14382
2019-2020,8,Rajasthan,112,Rajsamand,764,Khamnor,35031,34442,77053,42522,19379
2019-2020,8,Rajasthan,113,Sawai Madhopur,772,Sawai Madhopur,32084,31821,83444,39619,19714
2019-2020,8,Rajasthan,113,Sawai Madhopur,771,Khandar,39514,39058,98132,43543,28081
2019-2020,8,Rajasthan,113,Sawai Madhopur,770,Gangapur City,42361,41748,94253,45618,24922
2019-2020,8,Rajasthan,113,Sawai Madhopur,768,Bamanwas,44929,44424,88465,42423,36636
2019-2020,8,Rajasthan,113,Sawai Madhopur,769,Bonli,59686,58883,127986,61919,42727
2019-2020,8,Rajasthan,113,Sawai Madhopur,6824,Chauth Ka Barwara,24742,24555,66629,31576,15155
2019-2020,8,Rajasthan,114,Sikar,775,Fatehpur,25098,24986,54417,24343,8372
2019-2020,8,Rajasthan,114,Sikar,777,Lakshmangarh,40721,40057,97704,45969,14931
2019-2020,8,Rajasthan,114,Sikar,774,Dhod,33292,32626,55914,24868,11023
2019-2020,8,Rajasthan,114,Sikar,773,Dataramgarh,45009,44666,78419,38926,16154
2019-2020,8,Rajasthan,114,Sikar,780,Shrimadhopur,26932,26555,53007,27552,8979
2019-2020,8,Rajasthan,114,Sikar,776,Khandela,31112,30467,56382,29630,13767
2019-2020,8,Rajasthan,114,Sikar,779,Peeprali,35075,35043,56512,27117,9496
2019-2020,8,Rajasthan,114,Sikar,778,Neem Ka Thana,33485,33076,53946,29595,14925
2019-2020,8,Rajasthan,114,Sikar,6856,Paatan,12807,12698,22311,10450,5166
2019-2020,8,Rajasthan,115,Sirohi,784,Shivganj,26273,26088,56844,30500,16945
2019-2020,8,Rajasthan,115,Sirohi,785,Sirohi,29397,29226,73388,39547,15115
2019-2020,8,Rajasthan,115,Sirohi,782,Pindwara,49304,48797,96010,56437,31327
2019-2020,8,Rajasthan,115,Sirohi,781,Aburoad,29257,28859,68205,36219,16919
2019-2020,8,Rajasthan,115,Sirohi,783,Reodar,37798,37290,98828,51728,22233
2019-2020,8,Rajasthan,100,Ganganagar,674,Anupgarh,38344,37933,67734,34000,31560
2019-2020,8,Rajasthan,100,Ganganagar,675,Ganganagar,38994,38091,79250,39722,30945
2019-2020,8,Rajasthan,100,Ganganagar,676,Karanpur,26108,25557,45774,22413,20895
2019-2020,8,Rajasthan,100,Ganganagar,677,Padampur,24632,24317,52094,25491,20612
2019-2020,8,Rajasthan,100,Ganganagar,678,Raisinghnagar,35633,35201,73967,35037,27894
2019-2020,8,Rajasthan,100,Ganganagar,679,Sadulshahar,31884,31203,59376,28086,24156
2019-2020,8,Rajasthan,100,Ganganagar,680,Suratgarh,60744,59406,92051,45576,42829
2019-2020,8,Rajasthan,100,Ganganagar,6719,Gharsana,47218,46505,82209,40940,34998
2019-2020,8,Rajasthan,100,Ganganagar,6869,Srivijaynagr,27757,27404,51633,25874,23759
2019-2020,8,Rajasthan,116,Tonk,787,Malpura,54586,53736,120235,59137,40244
2019-2020,8,Rajasthan,116,Tonk,791,Uniara,37349,37232,101740,49424,25259
2019-2020,8,Rajasthan,116,Tonk,788,Niwai,44658,44301,101272,49474,33921
2019-2020,8,Rajasthan,116,Tonk,790,Tonk,57361,56459,134291,66823,38292
2019-2020,8,Rajasthan,116,Tonk,789,Todaraisingh,33180,32817,73627,35940,24241
2019-2020,8,Rajasthan,116,Tonk,786,Deovli,52230,51741,118954,57852,36649
2019-2020,8,Rajasthan,117,Udaipur,795,Girwa,29114,28908,69768,36177,19697
2019-2020,8,Rajasthan,117,Udaipur,792,Badgaon,23709,23154,60586,30814,9461
2019-2020,8,Rajasthan,117,Udaipur,796,Gogunda,26243,25954,60995,30864,19595
2019-2020,8,Rajasthan,117,Udaipur,800,Mavli,36305,35768,52365,29863,13769
2019-2020,8,Rajasthan,117,Udaipur,793,Bhindar,47520,46449,87223,44968,22493
2019-2020,8,Rajasthan,117,Udaipur,799,Kotra,55355,53746,140259,69424,38182
2019-2020,8,Rajasthan,117,Udaipur,801,Salumbar,29217,28497,63052,31028,16623
2019-2020,8,Rajasthan,117,Udaipur,802,Sarada,42166,42035,116192,59237,28032
2019-2020,8,Rajasthan,117,Udaipur,797,Jhadol,30556,30523,78144,39370,21562
2019-2020,8,Rajasthan,117,Udaipur,798,Khairwara,53310,52125,95952,51295,39337
2019-2020,8,Rajasthan,117,Udaipur,6851,Rishabhdev,28180,27668,57737,29671,20538
2019-2020,8,Rajasthan,117,Udaipur,6620,Lasadia,23019,22608,44161,21780,17542
2019-2020,8,Rajasthan,117,Udaipur,6849,Sayra,23848,23541,61441,31646,16910
2019-2020,8,Rajasthan,117,Udaipur,6850,Phalasiya,28802,27900,53973,27085,20335
2019-2020,8,Rajasthan,117,Udaipur,7113,Jhallaara,23563,23154,65601,32961,16857
2019-2020,8,Rajasthan,117,Udaipur,6848,Semaari,20867,20865,50623,25830,15782
2019-2020,8,Rajasthan,117,Udaipur,7114,Kurabad,20557,20312,37866,20139,12183
2019-2020,11,Sikkim,225,East District,2153,Gangtok,2666,2648,3551,1878,2262
2019-2020,11,Sikkim,741,Pakyong,2154,Pakyong,4477,4452,5142,2837,3958
2019-2020,11,Sikkim,225,East District,6533,Duga,2354,2287,3813,1953,1969
2019-2020,11,Sikkim,741,Pakyong,6536,Rhenock,1278,1267,1425,924,1173
2019-2020,11,Sikkim,741,Pakyong,6537,Regu,3443,3400,4461,2508,3079
2019-2020,11,Sikkim,225,East District,6535,Ranka,1768,1768,3017,1694,1638
2019-2020,11,Sikkim,225,East District,6532,Khamdong,1444,1436,2050,1085,1171
2019-2020,11,Sikkim,225,East District,6534,Rakdong Tintek,2663,2646,4984,2655,2291
2019-2020,11,Sikkim,225,Gangtok District,7137,Parkha,1213,1212,1586,808,1147
2019-2020,11,Sikkim,225,Gangtok District,6562,Martam,1640,1636,2755,1495,1446
2019-2020,11,Sikkim,228,West District,2159,Gyalshing,3165,3149,5389,2886,2825
2019-2020,11,Sikkim,742,Soreng,2160,Soreng,5780,5741,9163,4796,5324
2019-2020,11,Sikkim,228,West District,6528,Yuksom,1768,1768,3333,1576,1635
2019-2020,11,Sikkim,228,West District,6529,Dentam,4249,4221,8191,4205,4133
2019-2020,11,Sikkim,742,Soreng,6530,Kaluk,2375,2349,3713,1744,2198
2019-2020,11,Sikkim,742,Soreng,6531,Daramdin,3609,3598,5687,2921,3059
2019-2020,11,Sikkim,228,Gyalshing District,7139,Hee Martam,2163,2157,3889,2036,1995
2019-2020,11,Sikkim,228,Gyalshing District,7138,Chongrang,2412,2410,4305,2061,2234
2019-2020,11,Sikkim,228,Gyalshing District,7140,Chumbong,1046,1039,1396,752,961
2019-2020,11,Sikkim,228,Gyalshing District,7141,Mangalbarey,1805,1800,2786,1300,1712
2019-2020,11,Sikkim,226,North District,2155,Chungthang,1474,1470,2122,1114,1352
2019-2020,11,Sikkim,226,North District,2156,Mangan,2381,2370,4582,2241,2208
2019-2020,11,Sikkim,226,North District,6523,Kabi Tingda,2363,2360,2635,1232,2312
2019-2020,11,Sikkim,226,North District,6522,Dzongu,1770,1769,2646,1104,1700
2019-2020,11,Sikkim,227,South District,2157,Namchi,3814,3743,5400,2786,3554
2019-2020,11,Sikkim,227,South District,2158,Ravong,4054,4032,8435,4107,3291
2019-2020,11,Sikkim,227,South District,6526,Yangang,3055,3021,5605,2613,2307
2019-2020,11,Sikkim,227,South District,6524,Temi Tarku,3666,3619,6474,3322,2944
2019-2020,11,Sikkim,227,South District,6527,Melli,3388,3371,6766,3551,2938
2019-2020,11,Sikkim,227,South District,6525,Wak,1153,1152,2228,1025,1110
2019-2020,11,Sikkim,227,Namchi District,6564,Namthang,3967,3952,6707,3257,3692
2019-2020,11,Sikkim,227,Namchi District,6563,Jorethang,1970,1959,3314,1694,1816
2019-2020,33,Tamil Nadu,610,Ariyalur,6256,Ariyalur,29388,29206,37785,29536,27365
2019-2020,33,Tamil Nadu,610,Ariyalur,6261,Thirumanur,28748,28425,44529,32146,25535
2019-2020,33,Tamil Nadu,610,Ariyalur,6257,Jayamkondam,32864,32822,51720,33846,31438
2019-2020,33,Tamil Nadu,610,Ariyalur,6255,Andimadam,26828,26679,44274,30295,24982
2019-2020,33,Tamil Nadu,610,Ariyalur,6260,T.Palur,27948,27772,44264,30255,26077
2019-2020,33,Tamil Nadu,610,Ariyalur,6259,Sendurai,33662,33371,43772,32101,30844
2019-2020,33,Tamil Nadu,569,Coimbatore,6105,Karamadai,27240,25175,12986,11024,12873
